nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
MJC Aventure,,uollivier@example.com,0799537079,MJC,France,Auvergne-Rhône-Alpes,38,Bourgoin-Jallieu,,289.0,,,http://olivier.com/,11008.0,https://www.lenoir.com/,15639.0,http://www.dubois.com/,40305.0,,,https://guillaume.net/,False,,False,,Ensemble le remonter pierre combien bon frapper.
Boutique spécialisée Bon,Yves Couturier,marcellebazin@example.net,0602667998,Boutique spécialisée,France,Bourgogne-Franche-Comté,25,Pontarlier,rue Moulin,,https://delmas.com/,1957.0,https://bodin.fr/,14560.0,,,https://humbert.fr/,47969.0,,,https://guyon.com/,True,email,False,2025-10-29,
MJC Détail,Alfred Marchal,hamelelisabeth@example.com,0755712372,MJC,France,Normandie,14,Caen,"744, boulevard de Courtois",,https://www.grondin.com/,4670.0,http://alexandre.fr/,12513.0,http://www.bourgeois.fr/,12821.0,http://www.benoit.com/,24343.0,,,http://ollivier.fr/,True,email,False,2025-04-29,
Influenceur Mauvais,Noémi Le Legros,bmartin@example.net,0674378765,Influenceur,France,Hauts-de-France,60,Beauvais,"2, rue Victor Dupuy",283.0,https://www.mary.com/,7351.0,,,http://www.poulain.com/,17648.0,http://pierre.com/,485.0,,,http://www.hernandez.fr/,False,email,True,2025-10-17,Accorder celui sou.
Boutique spécialisée Longtemps,Adèle de la Laporte,martin51@example.com,0606046956,Boutique spécialisée,France,Occitanie,09,Saint-Girons,"30, boulevard Gay",301.0,,,https://le.fr/,4804.0,http://www.potier.com/,16616.0,https://www.colas.fr/,17000.0,https://lacombe.fr/,25038.0,http://www.aubry.fr/,True,facebook,True,2025-09-24,Parfaitement intérieur accorder nouveau chute curiosité puissance.
Bar à jeux Lueur,Élodie Boutin,,0750344961,Bar à jeux,France,Occitanie,46,Gourdon,boulevard Marthe Delorme,,https://www.baudry.fr/,978.0,,,https://www.bourdon.fr/,14882.0,http://philippe.fr/,3140.0,,,,False,facebook,False,,Embrasser effacer membre beau.
Boutique spécialisée Payer,Pierre Bouchet,remy65@example.net,,Boutique spécialisée,France,Île-de-France,77,Fontainebleau,"96, rue Camus",479.0,http://david.fr/,960.0,,,http://leblanc.com/,23445.0,,,http://www.roger.fr/,15590.0,,False,,True,2024-05-29,
Médiathèque Comme,,lefebvreelodie@example.net,0634480191,Médiathèque,France,Pays de la Loire,49,Angers,"631, rue de Maillet",205.0,,,,,https://pierre.fr/,3265.0,,,,,https://www.vallet.com/,False,,True,,Problème naissance premier contre.
Asso JDR Poésie,Martine Marion,emmanuel95@example.com,0660618908,Asso JDR,France,Grand Est,57,Metz,"53, boulevard Le Gall",173.0,http://gros.net/,7958.0,http://langlois.com/,10195.0,,,,,https://www.godard.net/,44056.0,https://dias.com/,True,,True,,Haut trou bête énorme tout.
Influenceur Prétendre,,celine44@example.net,0727717085,Influenceur,France,Occitanie,48,Mende,"65, avenue de Chauvin",,https://de.fr/,6638.0,https://www.leroy.org/,10256.0,https://www.ferrand.com/,7090.0,http://arnaud.com/,10034.0,,,http://bonnet.org/,True,,True,,
CSCS Plus,,afernandez@example.org,0681153866,CSCS,France,Île-de-France,94,Ivry-sur-Seine,"4, boulevard Michèle Fabre",,http://aubert.fr/,3323.0,,,,,,,https://lejeune.org/,22917.0,https://daniel.fr/,False,email,False,,Allumer réponse charger toile lutte.
MJC Rideau,Laetitia Clément,bigotsimone@example.com,0643093227,MJC,France,Bretagne,56,Pontivy,"46, chemin Bonnin",,http://www.adam.fr/,6124.0,http://lemaitre.fr/,12896.0,http://gonzalez.fr/,9611.0,http://www.collin.com/,8511.0,,,http://www.petitjean.org/,True,,True,2024-09-13,
Ludothèque Double,,marquesalexandria@example.net,0763674444,Ludothèque,France,Bourgogne-Franche-Comté,90,Valdoie,"782, avenue de Pereira",,http://fouquet.org/,9045.0,http://www.millet.fr/,4434.0,http://www.samson.org/,18057.0,,,,,,True,,False,,
Artisan Assurer,,,0718287056,Artisan,France,Auvergne-Rhône-Alpes,15,Aurillac,"29, avenue Thomas",336.0,https://www.baron.fr/,3010.0,http://www.jourdan.org/,7086.0,https://www.pinto.org/,17031.0,,,,,http://pruvost.net/,True,facebook,True,,Étouffer réserver folie soirée cela fatigue apercevoir.
MJC Service,Gabrielle du Lagarde,jdiallo@example.org,0629612255,MJC,France,Bretagne,35,Saint-Malo,,,,,https://www.chauveau.net/,12855.0,https://leroy.com/,13683.0,,,https://delannoy.com/,66870.0,,False,instagram,False,2025-11-29,
Asso JDR Accepter,,dupresebastien@example.org,0649322812,Asso JDR,France,Grand Est,08,Sedan,"68, rue de Delorme",,https://morel.com/,3822.0,,,http://www.delahaye.com/,18741.0,,,,,https://www.barthelemy.fr/,False,email,True,,Crainte certainement reprendre campagne voisin nuage.
Éditeur Briller,Frédérique de la Faivre,gerardpottier@example.net,0733196446,Éditeur,France,Occitanie,31,Toulouse,"5, avenue Berthelot",,https://www.wagner.org/,6091.0,,,http://www.ferreira.com/,11654.0,https://jacquet.fr/,30659.0,,,,False,,True,,
Asso JDR Jeune,Lucas Masson,mauricecamus@example.com,0753019028,Asso JDR,France,Grand Est,10,Nogent-sur-Seine,"48, avenue Valentine Foucher",166.0,https://royer.net/,9192.0,,,http://www.georges.com/,9714.0,,,,,https://www.vasseur.org/,True,,True,2024-03-17,Tomber proposer fidèle sourd cheveu cabinet.
Ludothèque Élément,Henri Maréchal,celine66@example.org,,Ludothèque,France,Bourgogne-Franche-Comté,21,Montbard,rue Jacquet,,,,,,http://www.barre.fr/,20420.0,https://www.langlois.fr/,48746.0,,,https://www.jacob.fr/,True,facebook,False,,
CSCS Assez,,marceldavid@example.net,0634208821,CSCS,France,Occitanie,81,Albi,"36, chemin Blanc",,https://www.charpentier.com/,4889.0,https://www.laine.fr/,5441.0,,,http://www.joly.com/,33761.0,,,http://www.francois.fr/,True,instagram,False,,
Bar à jeux Causer,Charles-Paul Jacquot,andreemmanuel@example.net,0724328755,Bar à jeux,France,Normandie,27,Louviers,"80, boulevard Gérard Guibert",,https://www.gay.net/,2462.0,,,http://www.hoareau.fr/,25372.0,,,http://lemonnier.com/,33230.0,https://www.imbert.fr/,False,facebook,True,,Sou doigt revoir taire.
Médiathèque Dominer,Christine du Hubert,andree85@example.org,0688194946,Médiathèque,France,Occitanie,46,Cahors,"6, rue de Léger",97.0,https://www.perez.fr/,7250.0,,,,,,,https://dumas.fr/,78385.0,http://ledoux.fr/,False,email,False,,Ensuite séparer île valoir tête dégager.
Bar à jeux Marcher,Rémy Benoit,vcohen@example.org,0614756021,Bar à jeux,France,Normandie,61,Alençon,"49, rue Delannoy",,http://vidal.com/,787.0,,,http://labbe.fr/,25611.0,,,,,https://www.rolland.fr/,True,instagram,True,,
Boutique spécialisée Accepter,Grégoire Regnier,anaiscamus@example.net,0727341498,Boutique spécialisée,France,Bourgogne-Franche-Comté,58,Cosne-Cours-sur-Loire,"95, avenue Joseph Lopes",,https://www.bourgeois.org/,9412.0,https://www.morin.fr/,3422.0,http://klein.com/,12404.0,,,,,https://godard.fr/,False,,False,,Nourrir précis sauver rompre autrement témoin.
Influenceur Espace,Audrey Rousseau,umartin@example.net,,Influenceur,France,Provence-Alpes-Côte d'Azur,83,Hyères,,,,,,,,,,,https://gomez.com/,23138.0,https://fournier.fr/,True,facebook,False,,
Boutique spécialisée Rire,Jules Michaud,emilie32@example.com,0693635875,Boutique spécialisée,France,Nouvelle-Aquitaine,19,Tulle,,80.0,http://www.sanchez.net/,877.0,http://www.benoit.com/,9966.0,http://www.morvan.net/,25318.0,,,,,http://www.baudry.fr/,False,instagram,False,,Rejeter aspect pouvoir nourrir auquel.
Influenceur Chercher,Astrid Torres,gabrielperez@example.org,0749908853,Influenceur,France,Provence-Alpes-Côte d'Azur,05,Embrun,"651, chemin Marin",182.0,,,http://morel.com/,9496.0,http://lesage.fr/,23915.0,http://www.guichard.org/,8140.0,,,,True,facebook,True,,
Éditeur Livre,Augustin Potier,charles09@example.org,0727608680,Éditeur,France,Grand Est,52,Saint-Dizier,,44.0,,,,,http://weiss.com/,16816.0,,,,,http://www.leroy.com/,True,,True,2026-01-25,
Influenceur Espérer,,roussetleon@example.com,0653118800,Influenceur,France,Occitanie,30,Nîmes,"33, chemin de Chauvin",,http://www.lebon.org/,7698.0,http://www.leblanc.com/,13639.0,,,http://royer.fr/,287.0,http://www.mace.com/,36418.0,http://www.gosselin.com/,True,,True,,
Éditeur Billet,Édith Paul,xduval@example.net,0671369850,Éditeur,France,Occitanie,11,Carcassonne,"66, rue de Jean",412.0,http://www.berger.com/,2350.0,http://www.delattre.com/,2354.0,http://www.alves.com/,19862.0,,,,,https://www.pereira.net/,False,facebook,False,,
Boutique spécialisée Mentir,,dgarcia@example.com,0660366108,Boutique spécialisée,France,Pays de la Loire,85,Les Sables-d’Olonne,rue de Guérin,,http://www.pasquier.fr/,9557.0,https://pichon.com/,10682.0,https://laine.fr/,18995.0,,,,,https://www.caron.fr/,False,telephone,True,,Membre moindre ramasser tout dessiner auquel.
Ludothèque Anglais,Hugues Legros,anais48@example.com,0734364355,Ludothèque,France,Occitanie,12,Rodez,"82, chemin de Baron",,http://dufour.com/,7966.0,,,,,,,,,http://www.lamy.com/,False,,True,2025-11-17,
Artisan Très,Adrien de la Leroux,da-silvanicole@example.com,0603942973,Artisan,France,Auvergne-Rhône-Alpes,69,Villefranche-sur-Saône,boulevard de Lecoq,,,,,,https://www.prevost.com/,6125.0,,,,,http://www.hamon.fr/,False,email,False,2026-02-03,Accorder fil autre est surveiller aussitôt tard.
Médiathèque Beau,Océane Boucher,bernardleconte@example.net,0680583102,Médiathèque,France,Occitanie,66,Prades,"58, boulevard de Duhamel",168.0,https://le.fr/,2990.0,https://www.navarro.com/,2758.0,https://roux.fr/,19867.0,,,https://www.faivre.com/,31170.0,http://roger.fr/,False,email,True,2025-09-15,
Éditeur Fixe,,josephine83@example.com,,Éditeur,France,Provence-Alpes-Côte d'Azur,04,Manosque,,,,,https://fabre.org/,11892.0,,,,,,,,True,,False,2025-10-01,
Médiathèque Qualité,,vchretien@example.com,0734994066,Médiathèque,France,Bourgogne-Franche-Comté,70,Vesoul,,256.0,,,https://www.dijoux.com/,11566.0,http://menard.fr/,10948.0,,,http://www.colas.fr/,42676.0,http://ferreira.com/,False,facebook,False,2024-12-04,
MJC Lui,Roger Gallet,zachariegallet@example.net,0629764521,MJC,France,Île-de-France,78,Saint-Germain-en-Laye,"6, avenue de Charrier",93.0,https://www.lamy.com/,1954.0,http://herve.com/,11658.0,https://becker.org/,26130.0,,,,,https://lemaire.net/,True,,False,2024-03-10,
Influenceur Rejeter,,lruiz@example.com,0720844893,Influenceur,France,Centre-Val de Loire,18,Saint-Amand-Montrond,rue Imbert,425.0,http://www.bruneau.com/,811.0,https://clement.net/,12725.0,https://joseph.com/,10839.0,,,,,https://www.duval.fr/,False,,True,2025-03-10,
CSCS Asseoir,,laurentrey@example.net,0676851906,CSCS,France,Occitanie,66,Perpignan,"90, rue Joseph Marty",91.0,https://leleu.org/,5647.0,,,https://pelletier.com/,13920.0,https://leduc.net/,10869.0,,,https://prevost.net/,False,,False,,
MJC Lire,,adele89@example.org,0733870732,MJC,France,Occitanie,46,Cahors,"56, rue Aurore Diallo",262.0,https://www.couturier.com/,2048.0,,,,,https://www.simon.fr/,42831.0,,,https://brun.fr/,True,email,False,2024-12-06,
Éditeur Pensée,Anastasie Pages,constancemasson@example.org,0751761193,Éditeur,France,Hauts-de-France,80,Amiens,,,,,https://chauveau.fr/,14992.0,http://www.albert.com/,17655.0,,,http://legrand.com/,34598.0,,False,,True,,
Asso JDR Pays,Franck Pereira,susanne66@example.com,0793837134,Asso JDR,France,Occitanie,46,Gourdon,"3, avenue William Brun",,,,,,https://www.brunet.org/,27313.0,,,,,http://www.martins.fr/,True,telephone,False,2025-03-05,
Ludothèque Tête,,blincorinne@example.com,0780358151,Ludothèque,France,Auvergne-Rhône-Alpes,26,Valence,"343, rue de David",,http://www.dupuis.com/,6696.0,https://www.lopes.fr/,253.0,https://www.klein.com/,23590.0,,,,,http://chartier.net/,False,telephone,True,,Ensemble rouge calmer condamner.
MJC Calme,Corinne Pires-Diallo,henrietteguerin@example.org,0793282587,MJC,France,Bourgogne-Franche-Comté,21,Montbard,"56, boulevard de Guibert",277.0,,,http://gimenez.fr/,2812.0,http://www.baron.com/,17181.0,,,http://www.aubry.com/,34360.0,http://www.gallet.com/,False,facebook,False,,
Artisan Faute,,aime60@example.org,0707074017,Artisan,France,Provence-Alpes-Côte d'Azur,04,Sisteron,,,https://www.guibert.fr/,7694.0,http://voisin.fr/,14654.0,http://meunier.fr/,28065.0,,,,,http://www.chauvet.com/,False,,False,2025-05-12,
Influenceur Quinze,Anastasie Salmon,pmathieu@example.org,0669438433,Influenceur,France,Provence-Alpes-Côte d'Azur,05,Gap,"367, chemin Weiss",221.0,,,http://www.faure.com/,2094.0,https://michel.fr/,2214.0,,,,,http://www.bouchet.com/,False,,False,,Lune dégager marier siècle.
CSCS Chaise,,lagardeemilie@example.com,0756657737,CSCS,France,Pays de la Loire,49,Saumur,avenue de Vallée,,http://www.petitjean.com/,668.0,,,,,,,,,https://www.allard.fr/,True,,True,2024-11-14,
Artisan Docteur,Bertrand Duhamel,rda-costa@example.com,0728908780,Artisan,France,Occitanie,48,Florac,,367.0,http://www.menard.com/,7007.0,,,,,,,https://www.clerc.fr/,76069.0,,True,facebook,False,2025-04-28,
Bar à jeux Recommencer,Arnaude Lacombe,ygrondin@example.net,,Bar à jeux,France,Hauts-de-France,02,Saint-Quentin,"7, rue Élodie Lagarde",,http://duval.com/,1834.0,,,,,http://www.jourdan.com/,11818.0,http://gonzalez.org/,28970.0,https://www.dias.fr/,True,facebook,False,,
Médiathèque Indiquer,,christelle10@example.net,0790266550,Médiathèque,France,Bourgogne-Franche-Comté,58,Nevers,"571, rue Marie",,https://bertin.com/,5751.0,,,http://www.teixeira.net/,29573.0,,,https://ramos.com/,68698.0,https://www.mallet.fr/,False,instagram,False,2024-05-21,
Artisan Vous,Michelle Wagner,marquesroger@example.com,0607266553,Artisan,France,Occitanie,32,Mirande,"401, rue Berger",,http://www.dupre.org/,4878.0,,,,,,,,,https://www.regnier.fr/,False,,True,,Détacher et ailleurs espace attitude société.
Influenceur Jeunesse,Martine Paris,agathe97@example.org,0763050352,Influenceur,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,avenue de Raymond,,,,,,,,http://www.le.com/,35872.0,http://www.petitjean.net/,72254.0,,True,instagram,True,2025-02-10,
MJC Seul,Grégoire François,thibaut51@example.net,0729578261,MJC,France,Normandie,27,Vernon,boulevard Christophe Navarro,412.0,http://www.jean.fr/,686.0,http://valette.com/,859.0,https://www.gillet.fr/,27043.0,,,,,https://bertin.com/,True,instagram,True,,
Influenceur Ramasser,Hugues Pinto-Guillon,guilbertpenelope@example.com,0656724919,Influenceur,France,Centre-Val de Loire,41,Romorantin-Lanthenay,"77, rue de De Oliveira",260.0,https://www.blanc.org/,5431.0,,,http://www.loiseau.com/,8391.0,https://www.gauthier.com/,21491.0,,,,False,,True,,Sol chat autrefois tâche.
Éditeur Si,,noemipinto@example.org,0624885879,Éditeur,France,Grand Est,51,Épernay,,,https://weber.com/,311.0,https://www.hamon.fr/,9995.0,https://adam.fr/,13718.0,https://www.lefort.com/,39284.0,https://gauthier.com/,62868.0,https://www.carre.com/,False,instagram,False,2025-06-27,Près marcher note près sable peuple plein.
CSCS Durer,Bertrand Imbert,gilbertrichard@example.org,,CSCS,France,Île-de-France,78,Mantes-la-Jolie,"51, boulevard Astrid Cordier",,http://seguin.com/,1149.0,,,http://weber.fr/,12083.0,,,,,https://clerc.org/,True,,True,,
Éditeur Véritable,Emmanuelle Nguyen du Berger,michelleevrard@example.org,0664872907,Éditeur,France,Auvergne-Rhône-Alpes,43,Le Puy-en-Velay,,399.0,,,,,https://marty.net/,16176.0,http://www.faure.fr/,9482.0,http://bernier.fr/,43394.0,http://www.regnier.org/,True,email,True,2024-10-07,
Asso JDR Précéder,Astrid Lebreton,clementvalerie@example.com,0698015638,Asso JDR,France,Bourgogne-Franche-Comté,21,Montbard,"60, rue Besson",,,,,,https://www.charles.com/,24932.0,http://dupuy.com/,26791.0,http://cordier.org/,75446.0,http://gimenez.com/,False,telephone,False,,
Éditeur Personnage,,elisabethbrun@example.com,0665389713,Éditeur,France,Auvergne-Rhône-Alpes,73,Aix-les-Bains,boulevard Martine Lenoir,,,,,,,,,,https://vallee.org/,75296.0,,True,,True,2026-01-21,Souhaiter répéter importance secret décider dire tout.
Bar à jeux Rire,,lucaschretien@example.net,0654103385,Bar à jeux,France,Centre-Val de Loire,36,Châteauroux,,302.0,http://www.prevost.fr/,3976.0,,,http://vidal.net/,16802.0,https://pascal.com/,37772.0,,,https://www.lucas.org/,False,telephone,True,2025-08-11,
CSCS Exiger,,hernandezcelina@example.org,0758955526,CSCS,France,Occitanie,48,Mende,,,,,,,http://www.begue.com/,18020.0,http://www.pons.com/,5102.0,https://renard.org/,14318.0,https://www.rousseau.fr/,True,email,True,,
Boutique spécialisée Âgé,François Gauthier de Schmitt,lucieledoux@example.net,,Boutique spécialisée,France,Bourgogne-Franche-Comté,39,Dole,"35, rue Colette Fournier",,http://joseph.org/,4758.0,https://hubert.fr/,3495.0,,,https://www.jourdan.fr/,5886.0,https://www.gauthier.fr/,38546.0,https://www.bonnin.org/,False,,True,,Centre volonté assurer devenir jeu acte carte.
Ludothèque Sentiment,René de Arnaud,ygarnier@example.net,0675858133,Ludothèque,France,Nouvelle-Aquitaine,17,St Jean d'Angely,,62.0,https://www.payet.fr/,5812.0,https://www.pascal.com/,8263.0,https://denis.com/,8199.0,,,http://www.labbe.fr/,8796.0,http://camus.com/,True,facebook,True,,
Médiathèque Souffrance,Hortense Klein,marianneweiss@example.net,0601619698,Médiathèque,France,Hauts-de-France,02,Laon,"176, rue de Paul",443.0,http://lecomte.org/,1898.0,http://www.pereira.com/,632.0,https://faivre.fr/,27336.0,http://georges.fr/,3319.0,,,https://leclerc.fr/,False,,False,,
Artisan Image,,rbazin@example.net,0632550869,Artisan,France,Provence-Alpes-Côte d'Azur,84,Avignon,"70, rue Étienne Chauvet",315.0,http://raymond.fr/,3637.0,,,,,,,http://gilbert.com/,46879.0,https://perrot.com/,True,telephone,True,2024-06-13,Lueur livre en plein mois rideau vivant.
Bar à jeux Ancien,,peneloperobert@example.net,0791808142,Bar à jeux,France,Auvergne-Rhône-Alpes,03,Vichy,,,https://menard.org/,8796.0,https://navarro.fr/,13199.0,https://normand.net/,7139.0,https://www.renaud.fr/,49512.0,,,https://www.de.com/,True,,True,,Tourner durant se.
Ludothèque Pitié,,denise35@example.com,0752193320,Ludothèque,France,Hauts-de-France,62,Arras,"61, chemin Monique Rousseau",,http://www.roux.org/,4833.0,,,http://leduc.com/,26062.0,http://www.martin.com/,19502.0,https://www.le.com/,77056.0,http://pottier.net/,False,facebook,False,2024-12-12,Enlever membre employer cependant ton.
Ludothèque Figurer,Jeanne Benard,lrodriguez@example.org,,Ludothèque,France,Auvergne-Rhône-Alpes,03,Moulins,"9, rue Gilbert Thomas",127.0,http://www.courtois.org/,8922.0,,,,,,,,,https://www.dupont.com/,False,instagram,False,2025-07-10,
Boutique spécialisée Inquiéter,,marcelguillot@example.org,0658503495,Boutique spécialisée,France,Occitanie,34,Béziers,,,,,http://deschamps.com/,843.0,https://www.dupuis.com/,16824.0,http://breton.fr/,31377.0,,,https://gaudin.com/,True,telephone,True,2024-12-09,
Médiathèque Grandir,Jules Louis,remymarin@example.com,0725753830,Médiathèque,France,Provence-Alpes-Côte d'Azur,04,Digne-les-Bains,,,https://verdier.com/,1448.0,https://descamps.org/,3256.0,https://legendre.fr/,23182.0,,,https://collet.net/,10115.0,,True,,True,2025-05-24,Long avant depuis raison allumer contre colline.
Boutique spécialisée Ce,,laurentpascal@example.org,0608732997,Boutique spécialisée,France,Île-de-France,77,Fontainebleau,"65, rue Denise Monnier",71.0,https://leroux.fr/,5284.0,https://lemoine.fr/,11736.0,,,https://www.brunet.com/,32048.0,,,,True,,True,,
Éditeur Départ,Martine Morel,rclement@example.org,0678640416,Éditeur,France,Grand Est,67,Haguenau,"33, boulevard Marques",363.0,,,http://www.georges.com/,3354.0,http://www.mary.com/,29420.0,,,,,https://www.blanchet.org/,False,,False,,
Artisan Vouloir,David Launay-Sanchez,clemencevaillant@example.net,0676550773,Artisan,France,Île-de-France,94,Vitry-sur-Seine,"36, rue Maryse Guillot",378.0,https://legrand.fr/,9901.0,http://www.bruneau.com/,3602.0,,,http://ollivier.org/,32585.0,http://munoz.net/,21137.0,https://hebert.com/,True,facebook,False,2024-02-20,
Artisan Plante,Éric Carre,nathaliemarchand@example.com,0729976834,Artisan,France,Occitanie,12,Villefranche-de-Rouergue,"34, rue de Carpentier",310.0,http://www.coulon.com/,6440.0,,,,,http://buisson.net/,18875.0,,,,False,,True,2024-12-31,
Influenceur Fier,Yves Da Silva de la Perrot,danielalexandrie@example.net,0753130047,Influenceur,France,Nouvelle-Aquitaine,23,Guéret,"70, chemin Gilles Millet",100.0,https://tessier.fr/,2240.0,http://www.legrand.fr/,9033.0,https://www.rossi.fr/,3291.0,,,,,http://www.da.fr/,False,,True,2025-02-16,
Ludothèque Parole,Clémence Marchand,carontimothee@example.net,0639338066,Ludothèque,France,Occitanie,81,Castres,rue Édouard Peron,458.0,http://francois.fr/,9101.0,,,http://www.philippe.org/,2228.0,http://benard.com/,172.0,,,https://riou.com/,False,,False,,
Éditeur Chef,Théodore Boulanger,gillesfournier@example.com,0601416728,Éditeur,France,Occitanie,31,Saint-Gaudens,"95, avenue Martineau",,http://deschamps.org/,7144.0,https://www.moreau.org/,13531.0,https://germain.com/,18610.0,http://chevallier.fr/,22326.0,,,https://www.dos.org/,True,instagram,False,2024-03-29,Sac espoir contenir puis rêve mur tempête afin de.
Ludothèque Colère,Victor Lefèvre-Vidal,mariannede-oliveira@example.org,0664728531,Ludothèque,France,Bretagne,29,Morlaix,"2, boulevard de Delaunay",89.0,,,,,https://www.techer.com/,104.0,https://carre.org/,38532.0,,,https://www.morvan.com/,True,,True,,Cheval dehors avant toute enfermer général conscience.
Médiathèque Sec,Alain Lévêque de la Picard,gerardbreton@example.net,0715957934,Médiathèque,France,Auvergne-Rhône-Alpes,01,Oyonnax,"227, rue Monique Delmas",,,,https://bouvier.com/,8343.0,https://www.schneider.com/,15878.0,https://www.rousseau.fr/,35289.0,,,https://guillet.net/,True,,False,2025-05-14,
Médiathèque Réponse,Aimée Boyer,wrobin@example.org,0783981838,Médiathèque,France,Centre-Val de Loire,28,Chartres,,104.0,,,https://rousset.net/,4826.0,http://www.voisin.fr/,25935.0,http://diallo.com/,22814.0,,,,True,,True,,
Influenceur Sentier,,torrestheophile@example.net,0675562215,Influenceur,France,Provence-Alpes-Côte d'Azur,06,Antibes,,496.0,http://lelievre.fr/,3279.0,,,http://leblanc.com/,15384.0,,,https://joubert.fr/,568.0,http://www.labbe.com/,False,facebook,True,2024-02-24,
Ludothèque Révolution,Roger Guillou,jvasseur@example.org,0632628783,Ludothèque,France,Occitanie,81,Castres,"878, boulevard Guillet",,,,http://morvan.com/,11097.0,,,,,https://pinto.net/,61237.0,https://www.turpin.fr/,False,email,True,2025-06-30,
Médiathèque Tâche,,lorraine46@example.net,,Médiathèque,France,Île-de-France,94,Ivry-sur-Seine,"80, boulevard Benoit",39.0,http://www.sauvage.net/,4728.0,https://www.olivier.fr/,4411.0,https://foucher.fr/,19409.0,https://www.pinto.com/,48934.0,,,https://jacquet.fr/,True,telephone,True,2025-03-20,
Éditeur Position,Marc Lemoine-Perrot,toussaintcharles@example.com,0752925157,Éditeur,France,Bourgogne-Franche-Comté,25,Besançon,"61, avenue de Morel",,,,,,http://colas.com/,21710.0,,,,,https://legendre.com/,True,telephone,True,,Parvenir sauver travail continuer acheter.
Asso JDR Rôle,David Verdier,ilemaitre@example.com,0785224173,Asso JDR,France,Occitanie,30,Bagnols-sur-Cèze,,,,,,,http://chretien.com/,17362.0,http://chevallier.org/,16632.0,http://remy.fr/,67035.0,https://www.gomes.fr/,True,instagram,False,,
Influenceur Demain,,brigitte06@example.net,0624261334,Influenceur,France,Centre-Val de Loire,41,Vendôme,"86, rue Merle",,http://www.blanc.org/,447.0,,,,,http://breton.com/,25554.0,https://denis.org/,32575.0,http://www.peltier.fr/,True,telephone,False,,
Bar à jeux Clair,Roger Bigot,marianne74@example.net,0654752760,Bar à jeux,France,Auvergne-Rhône-Alpes,73,Chambéry,"1, chemin De Sousa",,http://www.maillard.fr/,2141.0,http://www.pinto.fr/,337.0,https://www.toussaint.fr/,6315.0,,,https://renault.com/,18983.0,http://roger.com/,False,,True,2026-01-21,
MJC Longtemps,Vincent du Lucas,marionjeanne@example.com,0648339400,MJC,France,Occitanie,31,Saint-Gaudens,rue Michaud,,http://fontaine.com/,8073.0,https://perrot.net/,6798.0,https://boyer.fr/,18966.0,,,http://www.sanchez.com/,6471.0,http://lecoq.org/,True,,False,,
Boutique spécialisée Idée,Robert Leclerc,alexandriedescamps@example.com,0770184339,Boutique spécialisée,France,Bretagne,35,Rennes,"433, rue Meyer",329.0,https://hoarau.org/,2004.0,,,https://www.de.com/,22727.0,https://schneider.net/,45486.0,,,https://lopes.com/,True,email,False,,
Ludothèque Beau,Éric Lesage-Marty,danielchristine@example.net,0741743802,Ludothèque,France,Auvergne-Rhône-Alpes,73,Albertville,"33, rue Humbert",,https://www.nguyen.com/,8362.0,http://www.gautier.com/,11297.0,https://www.gerard.org/,18980.0,http://www.fernandes.fr/,25083.0,,,http://leleu.fr/,True,,False,2024-04-28,
Influenceur Loup,,upasquier@example.org,0697935342,Influenceur,France,Grand Est,54,Lunéville,"647, boulevard de Parent",168.0,,,http://www.tanguy.fr/,8341.0,http://www.michel.com/,28431.0,,,,,,False,facebook,False,2024-06-26,
Médiathèque Raison,Célina Dubois,xregnier@example.com,0770435306,Médiathèque,France,Auvergne-Rhône-Alpes,74,Thonon-les-Bains,rue de Lefèvre,,http://www.mace.fr/,2195.0,http://colin.fr/,10294.0,,,,,,,https://www.legendre.com/,False,instagram,False,2024-09-21,Personne inconnu cependant cinquante double boire caresser.
MJC Apporter,Arnaude-Dorothée Ruiz,godardadele@example.com,0745523787,MJC,France,Occitanie,31,Muret,"93, rue de Lemonnier",,,,,,http://www.didier.com/,19841.0,,,,,https://www.guillot.com/,True,,True,2024-11-02,Quartier million nuage tout aussitôt rappeler.
Artisan Milieu,Lorraine Morel,lbesson@example.net,0705276636,Artisan,France,Pays de la Loire,53,Château-Gontier,"52, chemin Anaïs Aubert",311.0,http://guerin.org/,2874.0,,,,,,,https://perez.fr/,18238.0,http://carlier.com/,True,,False,2024-03-04,Votre lui faute secrétaire instant ordre.
Ludothèque Part,Dominique Simon,francois95@example.net,0644295395,Ludothèque,France,Grand Est,68,Saint-Louis,,113.0,https://thierry.fr/,7278.0,,,,,,,,,http://www.blin.fr/,True,facebook,False,,
Asso JDR Bleu,,alexaubry@example.com,0774508318,Asso JDR,France,Nouvelle-Aquitaine,86,Poitiers,,361.0,http://moreau.com/,6793.0,,,http://guibert.fr/,16988.0,http://brun.com/,9966.0,,,,True,,True,2024-09-29,
Artisan Danser,Antoinette Marchand-Salmon,olebrun@example.com,0631280182,Artisan,France,Auvergne-Rhône-Alpes,15,Mauriac,"48, avenue Munoz",,,,,,,,http://albert.org/,42964.0,http://www.ledoux.org/,67462.0,http://leconte.net/,False,telephone,False,2025-11-06,
