nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Influenceur Propre,,christophetessier@example.com,0754555697,Influenceur,France,Hauts-de-France,60,Compiègne,"6, avenue Thibault Bernier",195.0,,,,,,,,,http://www.paris.com/,61208.0,https://www.de.com/,False,,False,,Cou branche étranger ci si réfléchir lien.
Ludothèque Lier,Céline Rodrigues-Roger,adelaidelesage@example.org,0648460273,Ludothèque,France,Pays de la Loire,72,Le Mans,"496, chemin Pereira",58.0,http://blot.net/,1624.0,,,,,https://www.boyer.fr/,47564.0,,,,True,telephone,False,2026-01-08,
Artisan Calme,,diaslouise@example.net,0796852859,Artisan,France,Nouvelle-Aquitaine,40,Capbreton,"22, avenue Sabine Lefebvre",,,,http://bonneau.com/,14131.0,,,,,https://poirier.com/,53206.0,,True,facebook,False,,
Médiathèque Ce,Gilbert Rey,ines19@example.org,0784340177,Médiathèque,France,Pays de la Loire,44,Saint-Nazaire,,,http://vincent.com/,1574.0,,,http://www.simon.com/,17005.0,,,,,,False,,False,,Animer assister ça crier écarter poste.
Médiathèque Montrer,Roger Laporte,rbenard@example.com,0757512549,Médiathèque,France,Bourgogne-Franche-Comté,25,Besançon,"24, rue de Paul",,,,https://www.gallet.fr/,6701.0,http://gonzalez.fr/,12045.0,http://dupont.fr/,47635.0,http://pierre.com/,54635.0,,True,,False,2025-07-08,
Boutique spécialisée Propre,,boulangeradele@example.net,0756803780,Boutique spécialisée,France,Bourgogne-Franche-Comté,21,Dijon,"67, chemin Barre",458.0,https://duhamel.com/,4991.0,,,https://www.bourgeois.net/,15725.0,,,,,http://clerc.com/,False,telephone,False,,
Éditeur Bureau,Danielle-Céline Bourgeois,remy37@example.org,0743985646,Éditeur,France,Bourgogne-Franche-Comté,39,Dole,"8, boulevard de Gillet",,https://alexandre.com/,8035.0,,,,,https://moulin.net/,17345.0,https://toussaint.org/,5437.0,https://clement.com/,False,telephone,True,,
Boutique spécialisée Creuser,Dominique David-Guyon,josephjosette@example.com,0618271380,Boutique spécialisée,France,Bourgogne-Franche-Comté,90,Danjoutin,"33, avenue Bernadette Vallée",,https://marie.fr/,4816.0,http://grondin.com/,11848.0,https://www.lamy.fr/,11762.0,https://www.menard.net/,45980.0,https://poulain.com/,53713.0,,True,email,True,,
Artisan Engager,,fischeranastasie@example.net,0770653871,Artisan,France,Auvergne-Rhône-Alpes,42,Roanne,"874, rue Joseph",,https://www.roche.fr/,2128.0,,,,,,,,,https://www.martinez.fr/,False,instagram,True,,
CSCS Personnage,Jacques du Roussel,martineauhortense@example.com,0760204502,CSCS,France,Pays de la Loire,72,Sablé-sur-Sarthe,boulevard Pelletier,,https://tessier.fr/,7524.0,http://www.rodriguez.com/,1356.0,https://langlois.fr/,5870.0,,,http://allain.com/,32766.0,https://www.leveque.fr/,False,email,False,2025-04-25,Reculer dont rayon type corde.
CSCS Énorme,,patrick03@example.com,,CSCS,France,Nouvelle-Aquitaine,23,Guéret,,204.0,,,,,https://lefevre.com/,10028.0,,,https://www.roche.com/,18327.0,https://www.lejeune.com/,True,,True,2024-04-19,Danser couvrir temps dos.
Bar à jeux Oreille,,agermain@example.net,,Bar à jeux,France,Centre-Val de Loire,41,Vendôme,"744, rue Albert",,http://www.deschamps.com/,8006.0,,,https://descamps.com/,5422.0,http://www.jourdan.fr/,47649.0,http://faivre.com/,44058.0,https://besson.com/,False,email,True,2025-11-16,
Bar à jeux Employer,Lucy Blanc de Thibault,astrid77@example.com,0650868352,Bar à jeux,France,Hauts-de-France,62,Calais,"915, rue Nguyen",,https://delahaye.org/,2716.0,,,http://lamy.com/,6475.0,https://www.daniel.net/,4951.0,,,https://boutin.fr/,True,telephone,True,2025-12-27,
Artisan Ami,Thérèse Germain,lemoinejacqueline@example.com,0732606724,Artisan,France,Occitanie,11,Narbonne,"93, avenue Odette Henry",396.0,,,,,,,,,,,http://tanguy.com/,True,email,True,2024-05-11,
Éditeur Avancer,Bertrand Julien,bessonlucie@example.org,0723950805,Éditeur,France,Grand Est,68,Saint-Louis,"60, rue Nicolas Dupré",,https://www.marion.fr/,3500.0,https://fernandez.org/,10256.0,https://bonnin.fr/,6570.0,http://www.lemoine.com/,28479.0,,,http://www.renard.net/,True,,False,,Effort oser sauver complètement.
Ludothèque Croiser,Agathe Lefèvre,xbarthelemy@example.org,0789557751,Ludothèque,France,Hauts-de-France,62,Arras,"1, avenue Barthelemy",,https://laurent.net/,1006.0,,,http://www.delmas.org/,23433.0,,,,,https://www.riou.fr/,False,,False,,Présence atteindre lendemain réduire devant renoncer.
Éditeur Affaire,Charles Vaillant,auroremahe@example.net,,Éditeur,France,Nouvelle-Aquitaine,33,Libourne,,395.0,http://dupre.fr/,1456.0,https://gillet.fr/,3420.0,,,,,,,http://www.neveu.net/,True,,False,2024-10-30,
MJC Fumer,,noemi07@example.org,0676747541,MJC,France,Occitanie,32,Mirande,"63, chemin Michelle Monnier",23.0,https://guillaume.com/,9084.0,https://www.grenier.org/,5211.0,,,,,,,http://www.diaz.com/,False,instagram,False,2024-05-25,Tout après médecin perte quant à.
Artisan Compagnie,Nathalie Nguyen,isaaclecoq@example.org,0685660518,Artisan,France,Provence-Alpes-Côte d'Azur,06,Nice,,,https://www.fouquet.com/,9758.0,,,http://www.albert.fr/,25738.0,,,,,http://www.chauvin.com/,False,email,False,,
Artisan Ignorer,Alix Guillet,hgoncalves@example.com,0780677192,Artisan,France,Normandie,14,Caen,"17, rue de Munoz",,http://www.bigot.com/,2974.0,,,https://www.boutin.fr/,22425.0,,,,,,True,instagram,False,,Même acte noir maintenir.
Bar à jeux Cheveu,,rogerde-sousa@example.net,0795084079,Bar à jeux,France,Grand Est,52,Chaumont,"89, rue Lebrun",125.0,https://nguyen.com/,6149.0,https://www.bousquet.org/,14066.0,,,https://www.jacquet.com/,47429.0,https://www.marchand.com/,78436.0,http://peltier.com/,False,,False,,
Boutique spécialisée Ça,Aurore Charrier,,0761536737,Boutique spécialisée,France,Provence-Alpes-Côte d'Azur,06,Nice,"16, rue Millet",,https://gaudin.com/,7256.0,https://rodriguez.fr/,10754.0,,,http://www.gregoire.fr/,33242.0,https://www.begue.fr/,59492.0,http://breton.fr/,True,telephone,False,2024-06-26,Empire faire moindre veille gouvernement.
Médiathèque Entier,Adèle Lopes,diazjacqueline@example.com,0656370308,Médiathèque,France,Corse,2B,Calvi,,293.0,https://www.lacombe.com/,5263.0,,,,,https://www.navarro.com/,17672.0,,,https://etienne.com/,True,,False,2025-03-25,
Ludothèque Source,,laurence71@example.org,,Ludothèque,France,Bretagne,56,Pontivy,"95, rue de Lagarde",,https://www.chretien.fr/,8535.0,https://www.joly.fr/,14634.0,https://www.renard.net/,26943.0,,,,,,True,facebook,False,,
MJC Obtenir,Madeleine-Diane Gaudin,jacquotbenoit@example.org,,MJC,France,Hauts-de-France,62,Boulogne-sur-Mer,"434, boulevard Guyot",114.0,https://cordier.com/,6678.0,,,,,http://www.delahaye.com/,17897.0,,,https://www.fournier.org/,False,,True,2025-12-24,
Éditeur Quitter,Sabine Leleu-Gautier,vmoreau@example.org,0735747420,Éditeur,France,Provence-Alpes-Côte d'Azur,83,Toulon,"77, avenue Michelle Giraud",211.0,http://www.breton.fr/,2134.0,,,http://valette.com/,22348.0,https://descamps.net/,33839.0,https://www.lebrun.fr/,35200.0,https://www.le.fr/,True,email,True,2024-05-01,
CSCS Miser,Clémence Bernier,qlaporte@example.com,0738189850,CSCS,France,Corse,2B,Bastia,chemin Véronique Marques,193.0,,,http://www.denis.fr/,1762.0,http://www.moulin.fr/,4231.0,,,,,http://www.diallo.com/,True,,True,2025-08-31,
Éditeur Retourner,,bourdonvalentine@example.net,0639525027,Éditeur,France,Provence-Alpes-Côte d'Azur,13,Marseille,"922, boulevard Astrid Riou",,https://gosselin.net/,438.0,http://fernandes.fr/,11010.0,https://guichard.com/,21734.0,,,http://www.guillaume.net/,69822.0,http://clerc.com/,False,,False,,Joie comme réclamer beaucoup drôle étroit suivant.
Artisan Vue,Hugues Fabre-Chevalier,rmarin@example.net,0602866581,Artisan,France,Île-de-France,95,Cergy,avenue de Giraud,,https://www.delaunay.fr/,8057.0,http://www.fontaine.com/,14100.0,https://www.martins.org/,2169.0,http://roy.com/,18453.0,http://www.grenier.fr/,18894.0,https://lopez.com/,False,telephone,True,,
Ludothèque Est,,rtorres@example.net,0675549131,Ludothèque,France,Île-de-France,91,Massy,"10, chemin Laine",168.0,http://lagarde.fr/,4249.0,https://raynaud.org/,10509.0,https://www.leclercq.fr/,26954.0,https://www.marques.org/,18766.0,https://bonneau.net/,3361.0,http://www.lefort.fr/,True,,True,,
CSCS Signer,Joséphine Samson,zachariecarlier@example.com,0654094300,CSCS,France,Centre-Val de Loire,45,Gien,"206, rue de Leduc",,http://lebrun.fr/,8866.0,,,https://maurice.org/,28177.0,,,,,http://martel.fr/,True,telephone,False,,
Éditeur Matin,Maggie Leblanc de la Didier,rpetitjean@example.org,0626875718,Éditeur,France,Auvergne-Rhône-Alpes,03,Vichy,"526, chemin Berger",,http://riviere.org/,1972.0,https://www.etienne.org/,9532.0,http://www.marin.fr/,205.0,https://le.org/,880.0,,,,False,,True,,Paupière santé sommet devoir croire puis rire.
Ludothèque Cependant,,jules17@example.com,0702765585,Ludothèque,France,Grand Est,10,Bar-sur-Aube,"14, rue Martine Roger",381.0,,,,,https://morin.fr/,17230.0,https://www.renaud.org/,34384.0,,,https://www.courtois.org/,True,facebook,False,2024-12-13,
Artisan Fois,Victoire Robin,mmartinez@example.com,0633109937,Artisan,France,Centre-Val de Loire,36,Le Blanc,"32, rue de Jacquet",,http://renard.fr/,913.0,http://gimenez.com/,12403.0,,,,,,,http://www.albert.com/,False,facebook,False,,
Asso JDR Prêt,Gabrielle Tanguy Le Roux,vidalnathalie@example.net,0785638950,Asso JDR,France,Nouvelle-Aquitaine,40,Dax,"98, avenue de Colas",,http://www.ollivier.com/,1301.0,,,,,https://antoine.com/,31215.0,http://www.de.org/,26028.0,https://www.gomes.com/,True,,False,,
Ludothèque Agiter,Bertrand Aubert,edurand@example.org,,Ludothèque,France,Bretagne,29,Brest,"745, rue Fontaine",,http://www.charpentier.fr/,4133.0,,,https://www.ledoux.com/,9172.0,http://levy.fr/,25222.0,,,,False,email,True,,
Ludothèque Asseoir,Lucas Gosselin,lamberttimothee@example.com,0791833898,Ludothèque,France,Pays de la Loire,85,Fontenay-le-Comte,"9, avenue Philippine Bruneau",275.0,https://bouvier.com/,3300.0,https://www.hubert.com/,6357.0,,,,,http://gilles.org/,47925.0,https://www.marie.com/,True,,True,,
Bar à jeux Siècle,Honoré Huet,berthelotvalerie@example.net,0751708345,Bar à jeux,France,Centre-Val de Loire,28,Chartres,"20, rue Marty",,http://www.pinto.net/,4996.0,https://www.baron.fr/,1044.0,,,https://www.pascal.net/,6597.0,,,,True,email,False,2025-08-02,
Médiathèque Connaître,,mribeiro@example.org,0738602118,Médiathèque,France,Grand Est,88,Épinal,"41, boulevard de Becker",54.0,http://leduc.com/,5832.0,,,http://www.marin.net/,6543.0,,,http://charpentier.org/,13635.0,https://www.maury.fr/,False,instagram,False,2025-03-25,
CSCS Amour,Anne Robert,charriernoemi@example.net,0643987423,CSCS,France,Auvergne-Rhône-Alpes,03,Montluçon,"70, avenue Adèle Regnier",,,,,,https://www.vallet.fr/,9864.0,https://joly.com/,34099.0,,,http://www.bousquet.com/,False,facebook,False,,
Éditeur Intention,,bourgeoisphilippine@example.com,,Éditeur,France,Hauts-de-France,60,Compiègne,,353.0,,,,,http://www.bernier.org/,23428.0,,,,,http://rodriguez.com/,False,,False,,
Éditeur Te,Océane-Anaïs Lemonnier,marysedelannoy@example.com,0717127665,Éditeur,France,Bourgogne-Franche-Comté,58,Cosne-Cours-sur-Loire,"62, avenue Jourdan",365.0,,,,,https://www.salmon.com/,8619.0,,,https://mercier.com/,39711.0,https://bigot.fr/,False,,True,2024-10-27,Signer étranger quitter île bientôt soudain.
Boutique spécialisée But,Monique de Henry,isaacchauvin@example.org,0713124252,Boutique spécialisée,France,Bourgogne-Franche-Comté,25,Montbéliard,"415, chemin de Descamps",,http://charrier.com/,4317.0,http://breton.fr/,13645.0,https://www.andre.com/,13873.0,http://hernandez.com/,42899.0,,,,False,facebook,True,,
Ludothèque Auprès,Pénélope Coste,besnardmaurice@example.net,0624235244,Ludothèque,France,Nouvelle-Aquitaine,23,Aubusson,"2, rue Royer",,https://www.bonnet.fr/,6963.0,https://www.pages.net/,1088.0,,,,,,,https://www.imbert.com/,False,facebook,False,2025-05-31,
CSCS Est,Zoé Dos Santos,kgerard@example.com,0610159929,CSCS,France,Occitanie,81,Castres,"2, rue de Pinto",470.0,http://langlois.fr/,1279.0,https://www.chauveau.com/,1509.0,,,,,https://blondel.com/,20765.0,,True,facebook,False,2025-07-23,
Influenceur Rire,Simone Texier du Laurent,rolandloiseau@example.net,0651505860,Influenceur,France,Auvergne-Rhône-Alpes,26,Romans-sur-Isère,"87, boulevard Rousseau",,http://daniel.com/,5276.0,https://www.marchand.org/,296.0,http://www.chretien.org/,28443.0,,,,,,False,,False,,Séparer beau objet couler le.
Artisan Victime,,dupontauguste@example.net,0686192603,Artisan,France,Île-de-France,95,Sarcelles,"41, rue de Lefort",,http://www.mahe.com/,7587.0,http://pelletier.com/,2533.0,http://vidal.fr/,25587.0,,,,,,True,telephone,False,,
CSCS Lien,Luce Le Laurent,dmerle@example.net,,CSCS,France,Auvergne-Rhône-Alpes,73,Albertville,rue Arthur Lebrun,,,,,,https://gomez.fr/,23939.0,,,,,,False,,True,2024-06-07,
Artisan Croix,,chevalliernicolas@example.com,0783387190,Artisan,France,Grand Est,68,Mulhouse,"879, chemin Amélie Merle",,,,https://giraud.fr/,6621.0,http://laroche.net/,27604.0,,,,,http://www.faure.fr/,True,,True,2024-04-26,
Éditeur Échapper,Christiane Chevalier,tdupuy@example.com,0752278292,Éditeur,France,Bourgogne-Franche-Comté,58,Nevers,rue de Vaillant,,,,https://louis.com/,8791.0,http://www.gonzalez.fr/,8480.0,,,,,http://pruvost.fr/,True,facebook,True,,Prix ensuite discussion forêt jouer colon.
Boutique spécialisée Même,Benoît de Prévost,elodiethomas@example.org,0754467818,Boutique spécialisée,France,Provence-Alpes-Côte d'Azur,04,Digne-les-Bains,,114.0,,,https://www.roux.net/,2555.0,https://moulin.com/,20072.0,,,,,https://gonzalez.fr/,True,,True,,
Bar à jeux Casser,Louise Prévost,dorotheedavid@example.net,,Bar à jeux,France,Occitanie,48,Florac,"3, chemin Morel",55.0,https://bonnet.net/,4266.0,http://www.roche.org/,4678.0,https://www.bonnet.fr/,6832.0,,,,,https://lefebvre.fr/,False,,False,2024-02-18,
MJC Sous,Aurélie Dumont,paul45@example.net,0665198668,MJC,France,Bourgogne-Franche-Comté,25,Pontarlier,"5, avenue Royer",360.0,https://www.wagner.org/,6628.0,https://www.vallee.fr/,9922.0,https://www.peron.com/,26522.0,,,,,https://schmitt.org/,True,facebook,False,,Brûler nous un essayer fauteuil appartenir humain étranger.
Ludothèque Debout,Guy-Paul Poirier,brigitte86@example.com,0793196218,Ludothèque,France,Auvergne-Rhône-Alpes,26,Valence,"78, boulevard Anne Bertrand",381.0,http://www.pons.fr/,7915.0,https://www.delmas.com/,6828.0,,,,,,,https://www.leclercq.fr/,False,telephone,True,2024-05-06,
Artisan Faible,,allarddominique@example.net,,Artisan,France,Bourgogne-Franche-Comté,90,Danjoutin,"6, rue de Menard",,,,http://samson.fr/,10566.0,https://lucas.com/,3161.0,,,,,https://da.net/,False,email,False,,Admettre tranquille drame victime.
Éditeur Tourner,,upaul@example.org,0671868249,Éditeur,France,Auvergne-Rhône-Alpes,74,Thonon-les-Bains,"4, chemin Evrard",149.0,,,,,http://gomes.com/,15950.0,,,,,http://www.legrand.com/,True,instagram,True,,
Asso JDR But,Chantal de la Berger,lgosselin@example.org,0691097646,Asso JDR,France,Provence-Alpes-Côte d'Azur,83,Hyères,"84, avenue de Hoareau",415.0,,,http://www.leclercq.com/,350.0,,,https://www.leroy.org/,27235.0,https://www.petitjean.fr/,31062.0,https://schmitt.fr/,False,email,False,2024-07-26,
Ludothèque Port,,lucyevrard@example.com,0623731984,Ludothèque,France,Auvergne-Rhône-Alpes,42,Saint-Étienne,"6, avenue de Colas",117.0,https://www.techer.fr/,3114.0,,,,,,,,,http://www.weiss.org/,False,,False,2024-03-17,
Bar à jeux Savoir,Henriette Mathieu,,0682523013,Bar à jeux,France,Grand Est,08,Charleville-Mézières,"7, chemin Benard",,http://www.pasquier.com/,730.0,,,,,https://www.bousquet.org/,27991.0,,,http://www.georges.net/,False,email,True,2026-01-12,
Ludothèque Père,Martin Faivre,bernadette40@example.net,0770003942,Ludothèque,France,Nouvelle-Aquitaine,24,Périgueux,"39, rue de Charpentier",206.0,http://poirier.fr/,1077.0,http://lopes.com/,10461.0,https://www.carpentier.com/,20392.0,,,https://lopes.org/,44361.0,http://www.gauthier.com/,False,instagram,False,2024-08-03,
Influenceur Heureux,Laurent Rousseau,martine33@example.net,0754899315,Influenceur,France,Hauts-de-France,60,Senlis,,,,,,,,,,,http://normand.fr/,78099.0,http://dufour.com/,False,telephone,False,,
Asso JDR Rouge,René Rivière,garnieremilie@example.com,0786305561,Asso JDR,France,Occitanie,30,Alès,"722, rue Bazin",,http://jean.com/,9188.0,http://www.thibault.net/,642.0,https://chretien.fr/,17853.0,http://ferreira.net/,30310.0,https://delattre.fr/,23145.0,https://www.fournier.fr/,True,telephone,False,,
CSCS Voisin,Christelle Chrétien,malletjosette@example.org,0768901199,CSCS,France,Normandie,76,Rouen,,,https://www.martineau.fr/,4951.0,,,http://www.guyon.com/,1482.0,,,,,http://www.blanchard.com/,False,telephone,True,2026-01-08,
Médiathèque Asseoir,,umorel@example.net,0603667657,Médiathèque,France,Pays de la Loire,85,Fontenay-le-Comte,"4, avenue de Ferrand",,http://perrot.com/,549.0,http://berger.fr/,12618.0,https://www.brunet.fr/,16171.0,,,https://da.com/,71696.0,http://daniel.net/,True,telephone,True,2025-10-02,
Médiathèque Fond,,lacombesylvie@example.net,0762456700,Médiathèque,France,Occitanie,81,Gaillac,"81, boulevard Bernadette Martins",,,,,,,,,,,,http://www.muller.fr/,True,,False,,
Artisan Contre,Éric Blot,,0609154454,Artisan,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,"1, rue de Collet",,https://hernandez.com/,5247.0,,,https://leconte.com/,15002.0,http://parent.com/,11326.0,,,http://blondel.com/,False,,False,,Trop commander dont religion tout franc.
Médiathèque Trente,Michel Pasquier,wpages@example.com,0676709349,Médiathèque,France,Normandie,61,Alençon,,34.0,,,https://www.didier.fr/,8187.0,,,https://normand.com/,41758.0,,,https://bodin.net/,True,telephone,False,2024-11-24,Chaise beauté pied impossible corps.
Boutique spécialisée Militaire,,celinaloiseau@example.com,0613748030,Boutique spécialisée,France,Provence-Alpes-Côte d'Azur,06,Antibes,"646, rue Mathilde Devaux",272.0,https://www.morin.fr/,5967.0,https://wagner.fr/,14438.0,,,http://www.vasseur.com/,21351.0,https://www.perrier.fr/,30435.0,http://www.rodriguez.fr/,False,email,True,2024-02-28,
Éditeur Problème,,jgerard@example.com,0742507605,Éditeur,France,Nouvelle-Aquitaine,24,Sarlat-la-Canéda,,138.0,,,http://lopez.com/,13864.0,,,,,https://louis.fr/,53974.0,,True,facebook,False,,
Artisan Nom,Jules Gomes,raymondgilles@example.org,0720559717,Artisan,France,Normandie,27,Évreux,"316, rue de Charles",165.0,https://guillou.com/,8956.0,http://www.mallet.fr/,4415.0,https://www.jacquet.com/,14558.0,,,https://leveque.fr/,79814.0,,True,,False,,
Boutique spécialisée Chat,Yves Vallet de Coulon,,0641703462,Boutique spécialisée,France,Occitanie,31,Saint-Gaudens,"320, avenue de Michaud",421.0,http://www.descamps.net/,1720.0,http://neveu.fr/,5908.0,,,,,https://www.pinto.com/,30358.0,https://www.julien.fr/,True,,False,,
CSCS Souvent,Stéphane Raynaud-Baron,gonzalezzacharie@example.org,0663261682,CSCS,France,Bourgogne-Franche-Comté,71,Mâcon,"8, boulevard Lebrun",,https://dias.com/,3722.0,http://www.aubry.fr/,3961.0,,,https://www.jean.net/,18252.0,,,http://www.lefebvre.org/,False,instagram,True,,Vouloir quelqu'un accepter violent.
Artisan Classe,,ccolin@example.com,0646417595,Artisan,France,Pays de la Loire,85,Les Sables-d’Olonne,"3, rue Cordier",,http://langlois.org/,4893.0,http://meunier.fr/,14449.0,http://lemaire.net/,22785.0,http://www.benard.com/,36574.0,http://www.baudry.com/,25364.0,http://www.prevost.com/,True,instagram,False,,
MJC Devant,,suzannebarbe@example.net,0727876889,MJC,France,Bourgogne-Franche-Comté,25,Pontarlier,"24, chemin de Faivre",,https://www.techer.com/,4495.0,,,http://roy.org/,9120.0,https://www.dos.fr/,13092.0,,,,False,telephone,True,,
MJC Odeur,Anaïs Chrétien,garciajerome@example.org,0727766817,MJC,France,Centre-Val de Loire,36,Le Blanc,"46, boulevard Stéphane Deschamps",103.0,http://www.berthelot.com/,1357.0,https://www.moreno.fr/,8333.0,https://www.marchand.fr/,26628.0,https://www.benoit.fr/,40218.0,https://www.mendes.org/,43630.0,,False,instagram,True,,
Ludothèque Manquer,Noël Leleu,yvalette@example.com,0705981217,Ludothèque,France,Provence-Alpes-Côte d'Azur,84,Carpentras,"97, rue de Aubert",,http://www.jacquet.fr/,9382.0,http://www.gillet.com/,11278.0,http://godard.org/,1573.0,,,http://www.couturier.com/,30661.0,https://petitjean.fr/,True,instagram,True,,
Asso JDR Éclater,,catherine69@example.net,0629427540,Asso JDR,France,Occitanie,09,Pamiers,"211, avenue Patrick Faivre",,http://www.navarro.net/,4616.0,https://www.lebrun.com/,4329.0,http://www.chretien.fr/,323.0,http://riou.net/,9743.0,,,,True,instagram,False,,
Artisan Grand,Isaac Robin Le Gosselin,,0686070977,Artisan,France,Île-de-France,92,Nanterre,"995, rue de Leclerc",117.0,,,http://duval.net/,13453.0,,,http://www.picard.com/,43866.0,,,https://www.pruvost.net/,False,,False,2025-02-03,Règle présent par.
Artisan Planche,,pierrehamel@example.org,0655873194,Artisan,France,Auvergne-Rhône-Alpes,01,Oyonnax,"5, rue de Blin",,,,http://boulay.net/,7091.0,https://valentin.fr/,8472.0,http://www.clement.fr/,49348.0,,,https://www.clerc.fr/,False,,False,,
Médiathèque Puisque,,ibertin@example.net,0767839103,Médiathèque,France,Bourgogne-Franche-Comté,58,Clamecy,"35, rue Océane Sauvage",,http://devaux.com/,3641.0,https://www.tanguy.fr/,2171.0,http://valentin.com/,3257.0,,,https://boucher.fr/,43671.0,https://loiseau.net/,True,email,True,,
CSCS Attention,,lopesmarguerite@example.org,0744840641,CSCS,France,Occitanie,11,Carcassonne,chemin Lecoq,,http://briand.net/,2396.0,http://www.lelievre.com/,7207.0,,,,,http://lesage.com/,65060.0,http://leduc.fr/,False,,False,,
Influenceur Profond,,charles62@example.net,0629407680,Influenceur,France,Nouvelle-Aquitaine,17,St Jean d'Angely,,461.0,http://ledoux.com/,8828.0,,,http://gimenez.com/,19634.0,https://www.rolland.com/,28515.0,,,https://www.cordier.fr/,False,telephone,True,,
Influenceur Musique,Alix Klein,victoiremarchand@example.com,,Influenceur,France,Pays de la Loire,85,La Roche-sur-Yon,"861, rue Manon Guérin",,,,,,https://garnier.com/,20603.0,,,,,https://loiseau.com/,False,facebook,True,2025-10-23,
Éditeur Vert,Augustin Marchand,gaudindorothee@example.net,0696058237,Éditeur,France,Grand Est,68,Mulhouse,"96, rue Émile Delaunay",,,,,,,,https://www.david.com/,41791.0,,,https://boucher.fr/,False,,False,,
Boutique spécialisée Pas,,marc74@example.net,0688928957,Boutique spécialisée,France,Auvergne-Rhône-Alpes,01,Bellegarde-sur-Valserine,,,https://www.launay.org/,6377.0,https://www.bigot.fr/,7866.0,http://lopez.net/,26286.0,http://tanguy.org/,45625.0,,,http://www.caron.com/,True,facebook,False,2026-01-31,
Boutique spécialisée Pitié,Océane du Delorme,dominiquemarie@example.net,0772606306,Boutique spécialisée,France,Centre-Val de Loire,45,Gien,chemin de Lebreton,,https://www.leconte.com/,4864.0,,,,,https://moreau.fr/,1525.0,https://lefebvre.com/,61523.0,http://www.caron.org/,False,,False,2025-09-12,
Ludothèque Ensuite,Patrick Meunier,william07@example.org,0648925078,Ludothèque,France,Auvergne-Rhône-Alpes,73,Chambéry,,,,,https://faure.fr/,9654.0,https://www.hoareau.net/,1409.0,,,,,https://ollivier.net/,True,email,True,2025-10-21,Notre est absence joindre réalité fixer.
Influenceur Envoyer,Adrien Blanchet Le Raynaud,costaemmanuelle@example.net,0712728441,Influenceur,France,Bourgogne-Franche-Comté,25,Montbéliard,rue Da Silva,161.0,https://durand.org/,576.0,https://lenoir.fr/,6971.0,https://colas.com/,3150.0,http://pottier.com/,16845.0,https://www.bigot.fr/,9060.0,,True,,True,2024-06-28,
Asso JDR Trop,Cécile Dumas,gimenezamelie@example.net,0735357826,Asso JDR,France,Bourgogne-Franche-Comté,21,Montbard,"9, chemin de Adam",,https://www.gallet.fr/,4326.0,,,http://germain.fr/,9228.0,,,,,https://www.marion.fr/,True,,True,2025-06-07,
CSCS Comme,,massonpenelope@example.net,0712138206,CSCS,France,Bourgogne-Franche-Comté,21,Montbard,,411.0,http://arnaud.org/,9650.0,,,https://de.com/,630.0,,,http://www.neveu.com/,2810.0,https://www.roger.fr/,False,,True,2024-07-02,
Artisan Prétendre,,micheljulie@example.org,0610369437,Artisan,France,Nouvelle-Aquitaine,17,Rochefort,"14, chemin Marchand",157.0,http://chauvin.com/,5166.0,,,https://briand.fr/,26756.0,,,,,http://gautier.com/,True,,False,,Passé aucun dessiner conclure là quartier.
Médiathèque Honneur,,perrinsusanne@example.org,0711339550,Médiathèque,France,Grand Est,08,Rethel,"95, avenue Antoinette Jean",,http://leclercq.fr/,8506.0,,,http://www.voisin.fr/,19096.0,,,,,,True,telephone,True,2024-06-18,Nourrir juge police condition.
CSCS Demeurer,Susanne Langlois,kbruneau@example.org,0746070564,CSCS,France,Centre-Val de Loire,41,Blois,"25, chemin Agnès Costa",,https://www.pineau.net/,1866.0,,,,,,,,,http://jacquot.fr/,False,telephone,True,,
Influenceur Couvrir,Susanne Germain,nroche@example.com,0774404196,Influenceur,France,Pays de la Loire,72,Le Mans,,,http://www.pons.org/,7219.0,,,https://www.bigot.net/,19676.0,,,,,http://www.allain.fr/,False,,False,,
CSCS Franchir,,aimeeribeiro@example.net,0707855516,CSCS,France,Occitanie,65,Bagnères-de-Bigorre,"871, chemin Bigot",,,,,,http://www.guillaume.fr/,22962.0,http://www.boucher.fr/,14205.0,https://guillot.com/,78550.0,https://www.leduc.com/,True,,False,,Journée interrompre abri confondre fer.
Médiathèque Silencieux,Jérôme Barbier,nnguyen@example.com,0692487316,Médiathèque,France,Centre-Val de Loire,36,Issoudun,chemin de Pereira,,http://www.masson.fr/,8529.0,https://francois.fr/,537.0,http://guillou.org/,24068.0,,,,,http://bonnet.com/,True,telephone,True,,Plein moins seulement science marchand.
Artisan Poche,Jean Vaillant de Caron,eleonore24@example.com,0685118139,Artisan,France,Centre-Val de Loire,36,Châteauroux,"9, chemin Paul Richard",144.0,http://blin.com/,4191.0,http://www.loiseau.com/,14743.0,https://www.guillot.com/,27654.0,,,http://www.blin.fr/,56344.0,http://lacroix.fr/,True,email,False,,
