nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,statut,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Ludothèque Certain,,julesduval@example.org,0637814473,Ludothèque,France,Grand Est,57,Thionville,,345.0,https://www.jean.fr/,3187.0,https://maury.org/,11667.0,,,http://www.thibault.com/,43478.0,,,https://www.le.org/,Prospect,True,facebook,False,2025-07-22,
Influenceur Gris,,,0757536561,Influenceur,France,Corse,2A,Porto-Vecchio,,,http://www.charrier.fr/,9682.0,https://www.chauvin.com/,6639.0,http://boulanger.fr/,18368.0,,,http://www.royer.com/,39210.0,https://www.lemoine.fr/,Intéressé,False,email,True,,
Boutique spécialisée Perte,Jean-Bertrand Fischer,beguesusan@example.org,0630453559,Boutique spécialisée,France,Île-de-France,75,Paris,,,https://www.pascal.fr/,9338.0,https://roy.fr/,9329.0,,,https://www.poulain.fr/,3630.0,https://duhamel.com/,18325.0,https://perez.fr/,Intéressé,True,,True,2024-03-27,
CSCS Conscience,Margaret de la Labbé,monique96@example.net,0756144597,CSCS,France,Normandie,14,Caen,chemin de Payet,,http://www.joubert.com/,1116.0,,,,,,,,,https://www.gillet.com/,Prospect,False,email,False,2025-04-29,
CSCS Haute,Pénélope Simon,charles60@example.org,0702379214,CSCS,France,Occitanie,66,Prades,"276, chemin Christelle Marie",,,,https://gauthier.fr/,3682.0,https://www.huet.fr/,1346.0,,,https://clerc.net/,63486.0,http://riviere.fr/,Prospect,True,instagram,False,,
CSCS Confondre,,victor61@example.org,0644941107,CSCS,France,Bretagne,22,Lannion,,,http://boutin.com/,4409.0,,,https://guilbert.org/,11896.0,http://seguin.fr/,3681.0,,,https://pires.net/,Contacté,False,,True,2025-10-23,
CSCS Proposer,,nicole98@example.net,0637218380,CSCS,France,Bourgogne-Franche-Comté,39,Saint-Claude,"5, rue Mathilde Rey",363.0,http://www.martinez.fr/,3089.0,,,https://www.gerard.fr/,2131.0,http://vallet.org/,7203.0,http://voisin.fr/,17211.0,,Prospect,True,,True,2025-01-16,
Artisan Cours,Sébastien Bouchet,,0600549999,Artisan,France,Bourgogne-Franche-Comté,89,Sens,,,,,,,http://www.begue.org/,19380.0,,,https://besnard.fr/,69427.0,https://cousin.com/,Intéressé,True,instagram,False,,Divers dangereux pauvre recueillir attention de social.
Bar à jeux Mince,Célina Mendès,,0686727245,Bar à jeux,France,Provence-Alpes-Côte d'Azur,05,Gap,"32, rue Lucy Tessier",,https://www.gregoire.com/,6770.0,https://www.martinez.com/,2359.0,,,http://boulanger.com/,42512.0,,,http://www.gilles.com/,Prospect,False,,True,2025-09-23,Champ souffrance branche mariage résistance.
Artisan Annoncer,,rjacquet@example.com,0776662839,Artisan,France,Bretagne,29,Quimper,"73, boulevard Dupré",335.0,https://pierre.fr/,8732.0,http://www.clement.fr/,10053.0,http://www.blanchard.net/,12985.0,,,,,http://le.org/,Prospect,False,email,True,,
Bar à jeux Chez,Catherine-Célina Morvan,wbouchet@example.com,0769267519,Bar à jeux,France,Grand Est,10,Bar-sur-Aube,chemin Dumont,,http://guibert.com/,5557.0,http://www.cordier.com/,925.0,,,https://www.lucas.fr/,16975.0,,,http://wagner.org/,Prospect,True,facebook,False,2025-08-17,En devant projet nombre.
Boutique spécialisée Douter,Célina Le Roux,berthelotalexandre@example.org,0773213756,Boutique spécialisée,France,Nouvelle-Aquitaine,40,Capbreton,"49, rue de Bonnin",,,,http://www.richard.net/,14181.0,http://www.blot.com/,19338.0,,,,,http://www.deschamps.fr/,Prospect,False,facebook,False,,
Boutique spécialisée Personnage,Rémy Carpentier,robertjacqueline@example.net,0704493532,Boutique spécialisée,France,Nouvelle-Aquitaine,87,Limoges,,,https://pascal.org/,4047.0,http://www.bernier.com/,12084.0,,,https://maillet.fr/,35673.0,http://www.morel.fr/,25211.0,https://gauthier.com/,Intéressé,False,,False,,
Ludothèque Bas,Audrey Brun,emmanuelle99@example.org,0762192158,Ludothèque,France,Nouvelle-Aquitaine,86,Châtellerault,"19, rue Charlotte Fabre",,http://www.bernier.fr/,2496.0,,,https://voisin.com/,11255.0,,,,,,Intéressé,True,,False,,
Asso JDR Premier,,agnes24@example.org,0793782648,Asso JDR,France,Grand Est,10,Bar-sur-Aube,rue Patrick Moreau,,,,,,,,,,,,http://www.parent.net/,Contacté,True,facebook,True,2025-12-28,
Ludothèque Tout,Matthieu Godard,andreecouturier@example.org,0646980243,Ludothèque,France,Île-de-France,78,Saint-Germain-en-Laye,"5, chemin Guillet",268.0,https://www.regnier.com/,4009.0,https://lambert.com/,8855.0,,,https://www.gauthier.fr/,15713.0,https://www.weber.fr/,61448.0,https://pires.net/,Contacté,True,instagram,False,2025-08-17,
Boutique spécialisée Adresser,Guy Fabre,henrymartine@example.org,0720885586,Boutique spécialisée,France,Auvergne-Rhône-Alpes,63,Riom,rue Laurent,215.0,,,https://www.marty.fr/,12481.0,,,,,https://www.paul.fr/,66435.0,https://www.joubert.com/,Contacté,True,facebook,False,2024-06-28,Marquer femme grain connaissance neuf savoir.
Bar à jeux Flot,,daniel56@example.com,0723717314,Bar à jeux,France,Normandie,61,Alençon,"7, chemin Maury",177.0,http://www.sauvage.fr/,9426.0,http://pereira.com/,10152.0,https://www.voisin.com/,25577.0,,,http://www.guilbert.fr/,14379.0,https://www.le.com/,Contacté,True,,False,2025-03-16,
Influenceur Espoir,David Meyer,qleleu@example.org,,Influenceur,France,Occitanie,65,Bagnères-de-Bigorre,"90, avenue de Royer",,,,,,http://www.garcia.com/,14055.0,http://collet.fr/,10451.0,,,,Contacté,True,,True,2024-10-09,Droit bien risquer personne classe défaut.
Bar à jeux Quelque,Charles Normand du Toussaint,oauger@example.net,0659386454,Bar à jeux,France,Nouvelle-Aquitaine,64,Biarritz,,496.0,,,,,,,,,https://www.descamps.fr/,44985.0,https://www.lejeune.com/,Contacté,True,,True,2024-12-17,
Médiathèque Le,,elodieleclercq@example.com,0632071970,Médiathèque,France,Occitanie,65,Lourdes,,,https://blanchet.org/,6152.0,https://www.bernard.org/,1475.0,https://rey.com/,25453.0,,,http://hebert.com/,16739.0,,Prospect,True,,False,,Sembler mal même là présence en sonner.
CSCS Droite,Odette Le Barbier,vincent92@example.com,0611142533,CSCS,France,Grand Est,10,Nogent-sur-Seine,,,,,,,http://carre.fr/,24593.0,http://www.noel.fr/,28763.0,,,https://www.letellier.com/,Prospect,False,telephone,True,,Arme espace tache accord nommer tête.
Médiathèque Temps,Zoé Leconte,gabriellebarbe@example.net,0761044681,Médiathèque,France,Auvergne-Rhône-Alpes,03,Vichy,"67, avenue Brunet",424.0,https://buisson.com/,6111.0,,,http://www.camus.net/,21443.0,,,,,https://gregoire.fr/,Intéressé,True,instagram,True,,Bord route mince.
Artisan Étroit,,michaudgenevieve@example.com,0631795361,Artisan,France,Auvergne-Rhône-Alpes,03,Moulins,"51, rue de Lamy",275.0,http://rolland.fr/,2476.0,,,,,https://www.turpin.fr/,9335.0,,,http://jacquet.fr/,Intéressé,True,instagram,False,2025-03-15,
Influenceur Douleur,Stéphanie de la Bonneau,bouvierhugues@example.net,,Influenceur,France,Occitanie,46,Gourdon,"109, chemin Texier",304.0,,,https://www.regnier.com/,2306.0,,,,,http://daniel.com/,39203.0,,Contacté,False,,True,2024-04-25,
Bar à jeux Très,,yvespoirier@example.org,0600260761,Bar à jeux,France,Nouvelle-Aquitaine,16,Angoulême,boulevard Tristan Guillou,488.0,http://www.gaudin.fr/,7055.0,https://www.dufour.com/,9590.0,,,,,,,https://poirier.com/,Prospect,True,facebook,False,,
Bar à jeux Aussitôt,Nathalie Brun,timothee28@example.com,0706504056,Bar à jeux,France,Île-de-France,78,Versailles,"101, avenue de Da Silva",249.0,https://le.com/,2259.0,https://www.picard.fr/,1581.0,https://www.hamon.net/,19643.0,http://de.org/,24818.0,,,https://teixeira.fr/,Contacté,False,email,False,2025-10-16,
Médiathèque Naturel,Geneviève Lévy,nathaliepetit@example.org,0673851419,Médiathèque,France,Occitanie,30,Nîmes,,311.0,https://www.le.org/,9442.0,http://www.gauthier.fr/,1292.0,https://bouvet.org/,8588.0,,,https://boutin.com/,14853.0,https://www.klein.org/,Prospect,True,,False,2025-11-04,
Asso JDR Personne,Maggie Lévy,gdupre@example.org,0670146764,Asso JDR,France,Bourgogne-Franche-Comté,90,Danjoutin,"56, chemin de Neveu",,https://www.rocher.fr/,8483.0,,,https://www.gauthier.net/,26750.0,,,,,https://www.grenier.com/,Intéressé,True,,False,2025-01-21,Personne étage cher.
Artisan Avant,Capucine Hubert,aurelie97@example.com,0679486766,Artisan,France,Île-de-France,92,Nanterre,"5, rue de Masse",,,,,,,,https://www.marin.com/,6908.0,,,https://www.parent.fr/,Contacté,False,email,True,,Donner fruit absolu cuisine fatiguer déclarer.
CSCS Ouvrir,,coulonrene@example.net,0647228143,CSCS,France,Centre-Val de Loire,36,Le Blanc,"16, avenue de Samson",277.0,https://lagarde.fr/,7887.0,https://diallo.com/,11125.0,,,http://peltier.fr/,49801.0,https://masse.fr/,23345.0,https://meunier.org/,Intéressé,True,,True,,
Influenceur Absolu,Martin Mary,qpierre@example.org,0698286564,Influenceur,France,Normandie,14,Lisieux,"12, avenue de Grondin",,http://www.dubois.fr/,252.0,https://www.charles.org/,13096.0,https://www.delaunay.com/,24040.0,http://gautier.com/,5302.0,http://martinez.org/,12915.0,,Contacté,True,instagram,True,2024-06-11,
CSCS Exposer,Pierre Carre,le-rouxvictoire@example.org,0762478318,CSCS,France,Normandie,76,Le Havre,"77, boulevard de Coste",,,,,,http://lefevre.com/,2705.0,http://gilbert.net/,12088.0,,,http://besnard.fr/,Contacté,False,,True,,
Influenceur Trace,Nicole Marty,martinluce@example.net,,Influenceur,France,Occitanie,11,Castelnaudary,"64, avenue Georges",499.0,https://www.remy.com/,3797.0,,,https://www.clerc.fr/,2935.0,,,,,https://voisin.net/,Contacté,False,,True,2024-04-07,
MJC Prêter,Louise-Anouk Petitjean,qroux@example.org,0612197960,MJC,France,Centre-Val de Loire,41,Romorantin-Lanthenay,"76, rue de Colas",407.0,https://www.auger.fr/,4044.0,https://www.bailly.com/,9743.0,http://www.bonneau.fr/,13623.0,,,https://www.alexandre.fr/,46087.0,,Contacté,True,facebook,True,2024-08-28,
Bar à jeux Dépasser,Aurore Maillard de Guillaume,pmaurice@example.com,0676556943,Bar à jeux,France,Centre-Val de Loire,45,Orléans,"7, rue Dumont",104.0,http://www.raymond.fr/,5121.0,,,https://robin.fr/,3178.0,,,,,https://www.godard.fr/,Contacté,False,instagram,False,,
Influenceur Écraser,Paul Tanguy de Gonzalez,constancethomas@example.com,0682777778,Influenceur,France,Bourgogne-Franche-Comté,71,Chalon-sur-Saône,"92, avenue Guillaume Andre",78.0,,,,,http://www.bruneau.fr/,3055.0,,,,,https://faivre.net/,Prospect,True,facebook,True,2025-02-05,
Médiathèque Inventer,Maryse Didier,martineaufrancois@example.com,0776019621,Médiathèque,France,Île-de-France,78,Versailles,"69, rue Aimée Marty",,https://www.poirier.fr/,7355.0,https://dumont.com/,9066.0,http://michaud.com/,26215.0,,,,,http://www.regnier.fr/,Contacté,False,email,True,2025-01-02,Mode trait soumettre sur.
Asso JDR Réalité,Laure Colas,louisvidal@example.org,0793887256,Asso JDR,France,Bretagne,56,Lorient,,,https://www.roche.net/,6553.0,http://buisson.com/,3751.0,http://parent.net/,14298.0,http://www.cordier.com/,9567.0,http://www.faivre.com/,65084.0,https://maury.com/,Intéressé,True,telephone,False,,
Artisan Présence,,aubrylucie@example.org,0674698599,Artisan,France,Corse,2A,Sartène,"2, chemin Pascal",,http://poulain.com/,4960.0,,,,,,,https://www.valette.com/,38038.0,http://maillard.com/,Contacté,False,telephone,False,,Ça voile également gouvernement goût souvent parler.
Boutique spécialisée Perte,,tristan50@example.com,,Boutique spécialisée,France,Hauts-de-France,60,Beauvais,"58, avenue Schmitt",,https://www.dupre.fr/,138.0,,,http://www.clement.org/,4144.0,,,,,https://www.pasquier.com/,Prospect,False,telephone,False,,Article politique dos avis.
Asso JDR Absence,Corinne Allard,clemenceevrard@example.net,0688955053,Asso JDR,France,Île-de-France,91,Évry-Courcouronnes,,,https://www.sauvage.fr/,3944.0,,,,,,,,,https://www.garcia.fr/,Contacté,False,,False,,Sûr personne blanc lever droit davantage pays patron.
Ludothèque Machine,,boulangermartin@example.com,0650450429,Ludothèque,France,Nouvelle-Aquitaine,47,Villeneuve-sur-Lot,"71, rue Prévost",481.0,,,,,,,,,http://mahe.org/,31793.0,,Intéressé,False,instagram,False,,
Éditeur Lentement,Suzanne de la Weiss,dijouxpauline@example.net,0675762829,Éditeur,France,Île-de-France,91,Palaiseau,"491, avenue Guyot",305.0,https://munoz.fr/,8898.0,,,,,,,,,http://www.renault.com/,Prospect,False,telephone,True,,
Éditeur Chose,,theodore61@example.com,,Éditeur,France,Auvergne-Rhône-Alpes,73,Aix-les-Bains,rue Raymond Barbier,,https://www.collet.com/,302.0,https://www.grenier.org/,374.0,http://diaz.com/,26620.0,,,,,,Prospect,False,telephone,True,,Sombre trait face morceau déchirer sac vaincre.
Éditeur Trois,Sabine Clément,edouard61@example.net,0639808005,Éditeur,France,Île-de-France,95,Cergy,"38, rue Margaux Benard",,https://www.gomes.com/,4877.0,,,http://lemoine.fr/,12998.0,,,,,https://traore.com/,Prospect,True,,True,,
Boutique spécialisée Soirée,,,0794633876,Boutique spécialisée,France,Nouvelle-Aquitaine,19,Brive-la-Gaillarde,"79, boulevard Capucine Dufour",,,,https://www.payet.org/,386.0,https://www.maury.org/,7386.0,,,http://clement.com/,68030.0,http://blot.fr/,Intéressé,False,telephone,True,,Veiller prochain son veiller prévoir.
CSCS Doux,Laetitia Huet de Meyer,,0679508761,CSCS,France,Bourgogne-Franche-Comté,25,Montbéliard,chemin Julie Diaz,256.0,https://www.peltier.fr/,2768.0,,,http://www.perrier.com/,8420.0,,,,,http://www.berthelot.org/,Intéressé,True,,True,,
CSCS Frère,,gabriellegendre@example.com,0721357879,CSCS,France,Grand Est,88,Gérardmer,"904, rue Étienne",,,,,,,,http://www.maillard.net/,25398.0,,,http://riou.com/,Contacté,True,facebook,False,,
Médiathèque Exprimer,Marguerite Da Silva,francoise51@example.com,0729957855,Médiathèque,France,Bretagne,22,Saint-Brieuc,"28, rue de Duval",,https://lecomte.com/,4368.0,,,,,,,,,http://baudry.fr/,Intéressé,False,telephone,True,,
Influenceur Amuser,François Jacquet,sylvieleroux@example.com,0663606431,Influenceur,France,Île-de-France,77,Meaux,"892, rue Antoinette Guyot",,http://valentin.com/,5147.0,,,https://boucher.org/,494.0,https://raymond.fr/,25284.0,https://www.collet.com/,63274.0,https://leduc.com/,Intéressé,False,,False,2024-10-02,Triste pierre médecin lueur tache.
Asso JDR Durant,,michelle54@example.com,0789452860,Asso JDR,France,Centre-Val de Loire,36,Le Blanc,"389, avenue Nicole Hervé",,https://devaux.org/,4318.0,,,https://torres.fr/,305.0,http://prevost.org/,39943.0,,,,Prospect,True,,True,2025-08-06,Si fauteuil savoir tout retourner espace beauté.
Asso JDR Soulever,,catherine12@example.net,,Asso JDR,France,Nouvelle-Aquitaine,16,Barbezieux,,,,,,,https://jacquet.com/,16732.0,https://www.moreno.fr/,35793.0,https://aubert.com/,25716.0,https://bodin.com/,Prospect,True,instagram,False,2024-04-22,
MJC Éternel,Charlotte Lemaire-Ferrand,isabellecarpentier@example.com,0779257299,MJC,France,Occitanie,65,Tarbes,,230.0,,,http://labbe.fr/,11351.0,,,https://gauthier.com/,39277.0,,,https://mathieu.com/,Prospect,False,,True,,
Artisan Fixer,Théophile Henry,julien00@example.com,0754613996,Artisan,France,Nouvelle-Aquitaine,40,Dax,"4, boulevard de Gonzalez",,,,,,https://www.valette.net/,796.0,,,,,https://jourdan.net/,Prospect,True,telephone,False,2025-04-15,Droit vieil ne avance impossible.
Artisan Colon,Sébastien-Patrick Lelièvre,stephanie94@example.com,0740119749,Artisan,France,Grand Est,88,Saint-Dié-des-Vosges,,21.0,,,,,,,,,https://evrard.net/,36168.0,https://tessier.com/,Intéressé,True,instagram,True,,Aussi falloir conseil écraser bon et voisin.
Artisan Fin,Monique Lefort du Arnaud,lucphilippe@example.net,0607637748,Artisan,France,Auvergne-Rhône-Alpes,69,Vénissieux,"523, avenue de Gaudin",,http://www.meyer.fr/,7075.0,,,http://teixeira.fr/,25644.0,http://www.turpin.fr/,31492.0,,,https://dubois.com/,Prospect,True,email,False,,
Éditeur Sauvage,Alain-Roger Devaux,thibaultdias@example.com,0706626594,Éditeur,France,Provence-Alpes-Côte d'Azur,04,Digne-les-Bains,"5, rue Benoît Jacob",47.0,,,,,http://www.mendes.fr/,3638.0,,,,,http://www.bernier.fr/,Intéressé,True,instagram,True,2025-04-16,
Artisan Il,Constance-Pénélope Poirier,rmahe@example.net,0684492084,Artisan,France,Grand Est,54,Nancy,,,,,,,,,,,https://www.petitjean.com/,50182.0,https://www.guillaume.fr/,Prospect,False,telephone,True,,
Influenceur Impossible,Inès Techer,lopezthibault@example.net,0617894070,Influenceur,France,Grand Est,10,Nogent-sur-Seine,"4, rue Maillot",400.0,https://www.allain.org/,5974.0,,,,,,,https://www.valentin.com/,47073.0,https://www.ferreira.fr/,Intéressé,True,telephone,False,2024-04-01,
MJC Noir,,simonaurelie@example.org,0663879895,MJC,France,Auvergne-Rhône-Alpes,38,Vienne,"77, boulevard Bertin",65.0,https://www.salmon.fr/,2570.0,https://noel.fr/,3619.0,,,,,,,https://lemaire.com/,Prospect,True,instagram,False,2024-06-01,
CSCS Promener,,hmorvan@example.com,0701491844,CSCS,France,Occitanie,48,Mende,"30, chemin de Rousseau",408.0,,,https://jacques.net/,11495.0,https://gros.fr/,6783.0,,,,,,Prospect,False,email,True,,Résistance garder bête noire eau soi.
Asso JDR Figure,,dufourgregoire@example.net,0618340915,Asso JDR,France,Centre-Val de Loire,18,Saint-Amand-Montrond,,,http://www.maillet.com/,7519.0,,,https://marie.fr/,1102.0,,,http://www.vasseur.com/,17283.0,https://www.pruvost.org/,Prospect,True,,True,2024-11-15,Perdu inconnu remarquer devoir machine.
MJC Difficile,Bernadette Le Lecoq,bouchetthomas@example.com,0670866639,MJC,France,Île-de-France,95,Cergy,"200, chemin de Ferrand",,https://renault.fr/,4082.0,https://durand.com/,4908.0,https://hardy.fr/,20694.0,http://www.dupuy.org/,4114.0,,,http://leblanc.com/,Contacté,False,instagram,False,,Blond cinquante tromper lèvre.
CSCS Blond,Jean Lemoine,,0664001412,CSCS,France,Bourgogne-Franche-Comté,58,Cosne-Cours-sur-Loire,boulevard de Rolland,,http://baron.fr/,6995.0,https://www.bodin.org/,9693.0,http://www.techer.net/,13221.0,http://lombard.fr/,2336.0,,,,Intéressé,False,,True,2026-02-03,
MJC Tempête,Margaret Fontaine,helene08@example.com,0620125248,MJC,France,Hauts-de-France,59,Valenciennes,,,http://www.barre.com/,2276.0,,,http://www.leclerc.com/,18467.0,,,https://pons.net/,64530.0,http://www.guilbert.fr/,Contacté,False,,True,,
MJC Souvenir,Margot Mallet-Leblanc,,0672495909,MJC,France,Bretagne,35,Rennes,"39, boulevard Rossi",50.0,,,https://www.marchal.com/,10265.0,https://www.gilbert.com/,10026.0,,,,,http://blondel.com/,Intéressé,False,,True,2025-01-11,
MJC Révéler,Julien Coste,mullergabriel@example.com,0713975967,MJC,France,Normandie,50,Avranches,"383, boulevard Garnier",432.0,https://guilbert.fr/,8447.0,https://coulon.com/,8478.0,https://www.auger.com/,7595.0,http://bazin.fr/,26054.0,https://www.roger.com/,10028.0,https://noel.fr/,Intéressé,True,,True,,
Asso JDR Façon,,alexandre17@example.org,0730233312,Asso JDR,France,Nouvelle-Aquitaine,47,Villeneuve-sur-Lot,"6, rue Patricia Weiss",,http://teixeira.com/,3494.0,,,http://rodriguez.fr/,6646.0,https://www.fabre.fr/,19915.0,https://www.guichard.net/,24380.0,http://collin.fr/,Prospect,True,,False,,Yeux or est papa lier recueillir ouvert voisin.
Influenceur Détacher,,monique27@example.net,0668000931,Influenceur,France,Normandie,76,Dieppe,,,http://richard.org/,5910.0,,,https://www.brun.com/,14407.0,http://ferreira.com/,14482.0,,,https://pages.com/,Contacté,True,facebook,False,,
MJC Blanc,Vincent du Aubert,franckgilles@example.com,0676193882,MJC,France,Auvergne-Rhône-Alpes,07,Aubenas,"58, chemin Auger",367.0,https://www.renaud.com/,8863.0,https://rey.net/,201.0,http://www.auger.net/,17457.0,http://roux.com/,15608.0,,,https://francois.com/,Intéressé,False,,True,2024-07-20,An saison tandis que.
Ludothèque Moyen,Mathilde Guillet,penelope18@example.com,0780865774,Ludothèque,France,Provence-Alpes-Côte d'Azur,06,Cannes,"362, boulevard Jean Courtois",,https://www.blin.fr/,8357.0,,,http://www.jean.com/,17962.0,http://www.merle.org/,1805.0,http://www.wagner.fr/,43081.0,http://www.valette.fr/,Contacté,False,facebook,True,2026-01-31,
MJC Madame,Honoré Antoine,fmorin@example.net,0701384137,MJC,France,Grand Est,08,Sedan,chemin Guillaume,,https://www.langlois.com/,7990.0,,,,,https://peron.com/,29556.0,,,,Prospect,True,instagram,True,,
Ludothèque Dur,Margot Neveu,dominique97@example.net,0661388175,Ludothèque,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,"71, rue Timothée Menard",,,,,,http://huet.com/,683.0,,,,,https://www.charrier.com/,Contacté,True,email,False,,Importer blond enfin soleil condamner distance roman.
CSCS Rose,Maurice Caron,odubois@example.org,0664278725,CSCS,France,Bourgogne-Franche-Comté,70,Héricourt,"6, avenue de Navarro",,,,https://www.durand.com/,14254.0,,,,,https://colin.com/,55229.0,,Intéressé,True,,False,,Trace apparence fonder année courage billet problème.
Bar à jeux Genou,Guillaume Devaux,merlemaryse@example.org,0656358004,Bar à jeux,France,Auvergne-Rhône-Alpes,69,Vénissieux,"872, rue Martel",,https://www.poirier.com/,3445.0,https://www.salmon.net/,6489.0,http://poirier.com/,19794.0,https://deschamps.org/,23144.0,https://www.peltier.net/,41407.0,http://www.richard.net/,Contacté,True,facebook,False,2025-11-27,
Ludothèque Maître,Eugène Schneider-Lebrun,dguyot@example.org,0758342573,Ludothèque,France,Provence-Alpes-Côte d'Azur,05,Gap,,217.0,https://fernandes.org/,2306.0,,,http://da.net/,27470.0,,,http://duval.com/,17525.0,http://www.auger.com/,Intéressé,True,,True,,
Artisan Remonter,Richard Hervé,valentine51@example.org,0686185962,Artisan,France,Provence-Alpes-Côte d'Azur,04,Manosque,"63, rue Rodrigues",,,,http://www.poulain.fr/,12062.0,,,https://www.delaunay.fr/,34129.0,http://bigot.org/,78093.0,http://www.leger.fr/,Contacté,True,telephone,False,,
Boutique spécialisée Tantôt,Alexandria-Élodie Renard,emmanuellele-gall@example.com,0617925612,Boutique spécialisée,France,Grand Est,52,Saint-Dizier,"145, boulevard de Boulanger",,http://lefort.com/,3784.0,,,,,http://colin.com/,9587.0,http://www.blot.com/,43899.0,https://www.colas.com/,Prospect,True,,True,2025-06-30,
Influenceur Effort,Anne Hamon-Roger,nathaliecaron@example.net,0640966991,Influenceur,France,Auvergne-Rhône-Alpes,26,Romans-sur-Isère,"58, boulevard de Raynaud",,,,http://www.jacquot.com/,14619.0,,,,,https://www.neveu.com/,30913.0,http://www.cousin.fr/,Intéressé,True,email,False,,
Artisan Ancien,,alexandriagomes@example.org,0690065397,Artisan,France,Nouvelle-Aquitaine,40,Mont-de-Marsan,"55, rue Gilles Bègue",68.0,https://www.leleu.com/,648.0,https://www.maury.com/,6742.0,https://marion.fr/,17745.0,https://monnier.org/,7207.0,http://www.menard.net/,46972.0,http://maillard.fr/,Prospect,False,facebook,True,,
Influenceur Regard,Michèle Pasquier,lesagecharles@example.org,0707072331,Influenceur,France,Nouvelle-Aquitaine,64,Bayonne,"57, rue Richard Paris",311.0,http://masson.net/,3912.0,,,http://www.lopes.net/,4601.0,,,,,https://vidal.com/,Prospect,True,instagram,True,,Vie ce fille âme.
MJC Curiosité,Guillaume-Bertrand Ledoux,bonnetmarthe@example.net,0691332395,MJC,France,Corse,2B,Corte,,,https://devaux.fr/,8949.0,http://www.courtois.com/,13234.0,https://marchal.fr/,24002.0,http://www.begue.com/,14559.0,,,http://gaudin.fr/,Prospect,True,,False,2024-03-28,
CSCS Militaire,Hélène Bonnet,cpereira@example.org,0733958352,CSCS,France,Auvergne-Rhône-Alpes,74,Thonon-les-Bains,"92, rue Chantal Brunel",71.0,https://www.roussel.fr/,8165.0,https://www.peltier.net/,10830.0,,,http://www.alves.fr/,24349.0,,,https://giraud.com/,Contacté,False,facebook,False,2024-04-28,
Asso JDR Appel,,bernadette46@example.net,0685644296,Asso JDR,France,Occitanie,11,Carcassonne,,376.0,https://www.roger.net/,8030.0,,,http://www.lopez.net/,18228.0,,,http://brun.fr/,20143.0,https://www.jacquot.com/,Intéressé,True,telephone,False,2025-11-19,
MJC Nombreux,,lacroixlucy@example.org,0631597174,MJC,France,Normandie,76,Rouen,"4, rue de Leblanc",,https://lelievre.com/,8562.0,http://www.garnier.com/,2327.0,,,,,,,,Prospect,False,,False,,
Ludothèque Accorder,,dorotheegirard@example.com,0699377273,Ludothèque,France,Pays de la Loire,49,Angers,"14, rue Michelle Leduc",,http://rossi.com/,1081.0,,,,,,,,,,Prospect,True,,True,2024-04-30,
CSCS Ligne,Anaïs Gomez,lucy28@example.org,0614755319,CSCS,France,Nouvelle-Aquitaine,87,Bellac,"65, rue Noël Millet",,,,http://perrier.fr/,8779.0,,,https://loiseau.fr/,22984.0,https://www.pinto.org/,4999.0,https://laine.net/,Intéressé,False,email,False,,
Médiathèque Pierre,,thomas75@example.net,0658101116,Médiathèque,France,Île-de-France,77,Meaux,"87, chemin Boucher",,,,,,https://www.bernard.com/,3888.0,,,,,,Contacté,False,,True,,
Médiathèque Précis,,ftoussaint@example.net,0647989508,Médiathèque,France,Occitanie,65,Bagnères-de-Bigorre,"88, rue Arnaude Lelièvre",,https://www.barbier.com/,9012.0,,,https://verdier.net/,20771.0,,,https://www.guerin.org/,55948.0,,Prospect,True,,True,2024-08-29,
MJC Deviner,Océane Moulin,mmoulin@example.org,0775275554,MJC,France,Nouvelle-Aquitaine,23,La Souterraine,"98, chemin Michèle Jacquet",,http://www.arnaud.org/,5630.0,,,https://guyot.com/,22402.0,http://roger.fr/,45200.0,,,,Intéressé,False,,True,,
Médiathèque Maladie,,gaudinandree@example.com,,Médiathèque,France,Centre-Val de Loire,41,Romorantin-Lanthenay,boulevard Rodrigues,,https://hoareau.com/,4030.0,,,http://www.pages.fr/,17293.0,http://www.delattre.org/,41061.0,,,http://henry.net/,Intéressé,False,telephone,False,2024-07-31,
Boutique spécialisée Rapporter,Emmanuel Marion,arnaude78@example.com,,Boutique spécialisée,France,Hauts-de-France,59,Roubaix,"1, avenue Nicolas Rousset",324.0,https://www.launay.com/,5176.0,https://www.benoit.com/,13000.0,https://allard.com/,27137.0,,,https://www.turpin.fr/,25172.0,http://remy.fr/,Intéressé,True,,False,2025-09-10,
Influenceur Problème,Philippe Nicolas Le Rolland,pierremaillet@example.org,,Influenceur,France,Grand Est,10,Bar-sur-Aube,"86, chemin Le Goff",179.0,http://morel.fr/,9653.0,https://www.hoarau.org/,10422.0,,,https://www.maury.com/,13755.0,,,https://de.fr/,Prospect,False,,False,,
Influenceur Fort,,fwagner@example.com,0665622660,Influenceur,France,Grand Est,88,Épinal,,246.0,https://seguin.fr/,7390.0,http://www.maillard.fr/,7730.0,https://ruiz.com/,15620.0,,,,,,Intéressé,True,,False,2024-11-15,
